Perl 5,scalars[d],,scalars[d],,scalars[d],,{{n/a}}{{ref|scalars|[d]}},,{{n/a}}{{ref|scalars|[d]}},,<code>Math::BigInt</code>
Raku,int8,uint8,int16,uint16,int32,uint32,int64,uint64,Int,n/a,
Ruby,n/a,,n/a,,n/a,,n/a,,<code>Fixnum</code>,{{n/a}},<code>Bignum</code>
ErlangErlang_int[n],n/a,,n/a,,n/a,,n/a,,integer(),{{n/a}},integer(){{ref|Erlang_arb|[o]}}
Scala,Byte,n/a,Short,CharScala Char[l],Int,n/a,Long,n/a,n/a,n/a,scala.math.BigInt
Seed7,n/a,n/a,n/a,n/a,n/a,n/a,integer,n/a,n/a,n/a,bigInteger
Smalltalk,n/a,,n/a,,n/a,,n/a,,<code>SmallInteger</code>{{ref|Smalltalk|[i]}},{{n/a}},<code>LargeInteger</code>{{ref|Smalltalk|[i]}}
Windows PowerShell,n/a,,n/a,,n/a,,{{n/a}},,{{n/a}},,{{n/a}}
OCaml,n/a,,n/a,,int32,n/a,int64,n/a,int  or  nativeint,,<code>open Big_int;; <br/> big_int</code>
F#,sbyte,byte,int16,uint16,int32 or int,uint32,,uint64,nativeint,unativeint,<code>bigint</code>
Standard ML,n/a,Word8.word,n/a,,Int32.int,Word32.word,Int64.int,Word64.word,int,word,<code>LargeInt.int</code> or <br /> <code>IntInf.int</code>
Haskell (GHC),«import Int»  Int8,«import Word»  Word8,«import Int»  Int16,«import Word»  Word16,«import Int»  Int32,«import Word»  Word32,«import Int»  Int64,«import Word»  Word64,Int,«import Word»  Word,Integer
Eiffel,INTEGER_8,NATURAL_8,INTEGER_16,NATURAL_16,INTEGER_32,NATURAL_32,INTEGER_64,NATURAL_64,INTEGER,NATURAL,n/a
Cobol[h],BINARY-CHAR «SIGNED»,BINARY-CHAR UNSIGNED,BINARY-SHORT «SIGNED»,BINARY-SHORT UNSIGNED,BINARY-LONG «SIGNED»,BINARY-LONG UNSIGNED,BINARY-DOUBLE «SIGNED»,BINARY-DOUBLE UNSIGNED,n/a,n/a,n/a
Mathematica,n/a,,n/a,,n/a,,{{n/a}},,{{n/a}},,<code>Integer</code>
Wolfram Language,n/a,,n/a,,n/a,,{{n/a}},,{{n/a}},,<code>Integer</code>
