| {{dunno}},| Windows 95 or later,| Proprietary,| data-sort-value="$0" |Lite: Free / Home: $20 / Business: $349,| [https://web.archive.org/web/20090317092123/http://web.singnet.com.sg/pixaround/index.html Singnet.com],| ,
| Max Lyons,| Windows only,| Proprietary,| data-sort-value="$49" |$49 / $299,| [http://www.tawbaware.com/ptasmblr.htm Tawbaware.com],| Based on [[Panorama Tools]],
| New House Internet Services BV,| Windows; Mac OS X,| Proprietary,| €79 (personal) / €180 (company); Pro: €149 (personal / €349 (company) (+taxes),| [http://ptgui.com/ ptgui.com],| Based on Panorama Tools.,
| Kolor,| Windows 2000 or later; Mac OS X 10.5 or later with Intel processor; [[Linux]] 2.6 or later,| Proprietary,| data-sort-value="€99" |Ceased trading September 2018,| [http://www.kolor.com www.kolor.com],| Free trial version (watermarked),
| Matthew Brown ; David Lowe,| Windows; Mac OS X; Android 4.0.3 and up ,| Proprietary,| data-sort-value="$0" |Time limited demo only,| [http://matthewalunbrown.com/autostitch/autostitch.html Autostitch home page],| ,
| Kekus,| Mac only,| Proprietary,| $39,| [http://www.kekus.com/ kekus.com],| Based on [[Autostitch]].,
| Pablo d'Angelo et al.,| Windows Mac Linux [[FreeBSD]],| [[GPL]],| data-sort-value="$0" |Free,| [http://hugin.sf.net/ hugin.sf.net],| Based on Panorama Tools.,
| 3DVista,| Windows ; Mac,| Proprietary,| €99,| [https://web.archive.org/web/20080805001922/http://www.3dvista.com/],| ,
| D Vision Works Ltd.,| Windows 95 or later,| Proprietary,| £300,| [http://www.d-vw.com/D_Joiner/ d-vw.com],|,
| [[Arcsoft]] Inc.,| Windows XP/Vista/7; Mac OS X,| Proprietary,| $79.99,| [http://www.arcsoft.com/panorama-maker/ arcsoft.com],| Video input 3D output,
| iseemedia inc.,| Windows 98 SE or later; Mac OS 9.1 or later,| Proprietary,| $250,| [https://web.archive.org/web/20080724174158/http://www.iseephotovista.com/products/panorama/product_info.html iseephotovista.com],|,
| Tobias Hüllmandel Software,| Windows 2000 or later,| Proprietary,| €35/€70,| [http://www.tshsoft.de/ tshsoft.de],| RAW file support. Multirow stitching only with ''Pro'' version.,
| [[Autodesk]],| Windows Vista SP2 or later; Mac OS X 10.4.10 or later,| Proprietary,| $400,| [https://web.archive.org/web/20090910072111/http://usa.autodesk.com/adsk/servlet/index?siteID=123112;id=11390049 autodesk.com],| Export to Flash [[VRML]] [[QTVR]].,
| Albatross Design Group,| Windows 95 or later,| Proprietary,| $40 / $99,| [http://www.albatrossdesign.com/products/panorama/ albatrossdesign.com],| ''Pro'' version has ability to create hot spots for virtual tours.,
| FirmTools,| Windows 95 or later,| Proprietary,| $30,| [http://panorama.firmtools.com/ Panorama.FirmTools.com],| Includes Flash [[ActiveX]] and [[Java (software platform)|Java]] based viewers for web.,
| [[Microsoft]],| Windows Vista SP2 or later,| Proprietary,| data-sort-value="$0" |Free for non-commercial use,| [http://research.microsoft.com/en-us/um/redmond/groups/ivm/ICE/ research.microsoft.com],| Video input (Windows 7+),
| Michal Pohanka,| Windows 2000 or later,| Proprietary,| $29,| [http://www.volny.cz/panopohanka/ volny.cz],|,
| [[Adobe Systems]],| Windows; Mac OS X,| Proprietary,| $699 ,| [http://www.adobe.com/products/photoshop/family/ adobe.com],|,
| [[Adobe Systems]],| Windows; Mac OS X,| Proprietary,| $699 ,| [http://www.adobe.com/products/photoshop/family/ adobe.com],|Can do auto stitching ,
| Mayachitra Inc.,| Windows*; Mac OS X 10.6+* ,| Proprietary,| $29.95,| [http://www.mayachitra.com/aiprlite AIPR Lite],| (*) both 32 and 64 bit versions available.,
| Gigapan Systems,| Windows; Mac OS X 10.4 or later,| Proprietary,| $79,| [http://www.gigapan.com/cms/support/download-gigapan-stitch Gigapan Stitch 1.0],| Assumes images form approximate grid. Works well on large numbers of images ( hundreds thousands ) ,
| STOIK Imaging,| Windows; Mac OS X,| Proprietary,| €39,| [http://www.stoik.com/products/photo/STOIK-PanoramaMaker/ STOIK.com],| Requires all images to be the same size,
| [[Infrared Processing and Analysis Center|Caltech/IPAC]] [[JPL]] CACR [[Information Sciences Institute|ISI]],| [[Unix]],| [[BSD licenses|3-Clause BSD]],| data-sort-value="$0" |Free,| [http://montage.ipac.caltech.edu official Web site],| Produces science-grade mosaics for astronomical research,
| Alexander Boltnev Olga Kacher,| Mac OS X,| Proprietary,| $15,| [http://www.panoramastitcher.com Panorama Stitcher],| Automatic stitching exposure leveling. Interactive projection editor.,
| Maxim Gapchenko,| Windows; Mac OS X,| Proprietary,| $19.99,| [http://www.photostitcher.com www.photostitcher.com],| Stitch panoramic images in one click without any preferences,
| Libor Tinka,| Windows,| Proprietary,| data-sort-value="$995" |Full: $995.00; Source code: $4995.00,| [https://web.archive.org/web/20131020194651/http://www.imagingshop.com/sharpstitch www.imagingshop.com],| Image alignment and stitching library for .NET,
| Michel Mürner,| Mac OS X,| Proprietary,| $6.99,| [http://www.stitchup.ch www.stitchup.ch],| ,
| Garden Gnome Software,| Windows; Mac OS X; Linux,| Proprietary,| data-sort-value="€99" |regular: €99; pro: €299 (+taxes),| [http://ggnome.com/pano2vr ggnome.com/pano2vr],| Free trial version (watermarked),
|Starfruit JSC,|Windows; Mac OS X; Linux,|Proprietary,|$15,|http://lapentor.com/,|Create beautiful ; professional Virtual Tour,
! Developer(s),! Operating system(s),! License,! Price,! WWW,! Notes,
,
