,New Line 1  (partially reusable),CHN,LinkSpace,,,440lbkgdisp=number to SSO,
,Nuri (KSLV-2),KOR,KARI,1500 at 600–800 kmA suborbital test flight was conducted in November 2018.,
OS-M1,CHN,OneSpace,205,,143 to SSO,1,2019A suborbital test flight was conducted in May 2018.,2019
OS-M2,CHN,OneSpace,390,,292 to SSO,0,TBATo be announced,
Pegasus,USA,Northrop Grumman,500,,,44,1990,2019
Prime,UK,Orbex,220,,150 to SSOname=500kmReference altitude 500 km,0,2021,
Proton-M / M+,RUS,Khrunichev,23000 (M+)  21600 (M),6920 (M+)  6150 (M),,108,2001,2019
,PSLV-CA,IND,ISRO,2100,,1100 to SSO,14,2007,2019
PSLV-DL,IND,ISRO,,,,1,2019,2019
PSLV-QL,IND,ISRO,,,,2,2019,2019
PSLV-XL,IND,ISRO,3800,21,2008,2019
Qased,IRI,Operator: Iranian Revolutionary Guard Corps,,,,1,2020,2020
RS1,USA,ABL Space Systems,1350,400,1000 to SSO750 to MEO,0,2021,
Safir,IRI,Iranian Space Agency," 65Additionally, two rockets exploded on the launch pad, one in 2012 and one in 2019.",2008,2019
Shavit,ISR,IAI,300,,,10,1988,2020
,Simorgh,IRI,Iranian Space Agency,350A suborbital test flight succeeded in 2016; both orbital flights in 2017 and 2019 failed.,2017,2019
Soyuz-2.1a,RUS,TsSKB-Progress,7020 from Baikonur,,,33," 2006Suborbital test flight in 2004, without Fregat upper stage.",2019
Soyuz-2.1b,RUS,TsSKB-Progress,8200 from Baikonur,,32,2006,2019
Soyuz ST-A,Europe,TsSKB-Progress  Arianespace,7800 from Kourou,2810 with Fregat,,6,2011,2018
Soyuz ST-B,Europe,TsSKB-Progress  Arianespace,9000 from Kourou,3250 with Fregat,16,2011,2019
Soyuz-2-1v,RUS,TsSKB-Progress,2800,2013,2019
Soyuz-5 / Irtysh,RUS,TsSKB-ProgressRSC Energia," 18,000",," 2,500 to GEO",0,2022,
with ICPS,USA,SRBs)," 95,000",," 26,000 to TLI",
SLS Block 1Bwith EUS,USA,NASA / Boeing  Northrop Grumman," 105,000",," 37,000 to TLI",
SLS Block 2with EUS and  advanced boosters,USA,NASA / Boeing  Northrop Grumman," 130,000",," 45,000 to HCO",0,data-sort-value=2029late 2020s (TBD),
SS-520,JAP,IHI Aerospace,4,,,2," 2017A prior version of the SS-520 flew twice as a suborbital sounding rocket in 1998 and 2000. In 2017, the addition of a small third stage enabled orbital launches of ultra-light nano- or picosatellites.",2018
SSLV,IND,ISRO,500,,300 to SSO,0,2020,
Starship (Single launch),USA,SpaceX," 100,000+"," 21,000",,0,2021 (orbital),
Starship (Additional refuelling launches),USA,SpaceX," 100,000+"," 100,000+",
Terran 1,USA,Relativity Space,1250,,900 to SSO,0,2021,
Unha,North Korea,KCST,100,,,4," 2009A suborbital test flight failed in 2006. The first two orbital missions failed in 2009 and 2012, and the rocket finally reached orbit in late 2012.",2016
Vega,Europe,ESA / ASI,1500name=700kmReference altitude 700 km,,1330 to SSO,15,2012,2019
Vega C,Europe,ESA / ASI,2200name=700km,,,0,2021,
Vega E,Europe,ESA / ASI,3000name=700km,,,0,2025,
Vikram l,IND,Skyroot Aerospace,280,,200 to SSPO,0,2021,
,Vikram ll,IND,Skyroot Aerospace,520,,410 to SSPO,0,TBATo be announced,
Vikram lll,IND,Skyroot Aerospace,720,,580 to SSPO,0,TBATo be announced,
,Vulcan / Centaur,USA,ULA,27200,14400,
Yun Feng,TWN,National Chung-Shan Institute of Science and Technology,200,,,0,TBATo be announced,
Yenisei,RUS,TsSKB-ProgressRSC Energia," 88,000 – 115,000",," 27,000 to TLI",0,2028,
Zero,JPN,Interstellar Technologies,,,100 to SSOname=500km,0,2022–2023,
Zhuque-1,CHN,LandSpace,300,,200 to SSO,1,2018,2018
Zhuque-2,CHN,LandSpace," 4,000",," 2,000 to SSO",0,2021,
